fact_id,unique_id,time_id,location_id,indicator_key,batch_id,data_value
1768,174212,15,84,4,1,9.11
1769,177265,16,122,4,1,9.89
1770,173224,16,89,4,1,10.95
1771,172705,15,81,5,1,19.35
1772,174235,15,81,4,1,8.48
1773,174244,15,89,4,1,10.15
1774,172700,15,83,5,1,23.14
1775,168579,16,40,4,1,10.97
1776,174215,15,80,4,1,10.27
1777,174230,15,83,4,1,9.84
1778,172714,15,89,5,1,23.17
1779,165970,16,46,5,1,20.6
1780,177276,16,134,4,1,10.08
1781,168607,16,16,4,1,7.86
1782,173215,16,81,4,1,8.8
1783,173210,16,83,4,1,9.91
1784,165932,16,26,5,1,27.05
1785,175407,16,128,5,1,24.49
1786,178539,15,104,4,1,8.37
1787,172690,15,69,5,1,20.87
1788,170365,15,28,4,1,10.38
1789,179286,16,4,5,1,22.62
1790,175380,16,119,5,1,26.85
1791,170353,15,43,4,1,10.38
1792,177271,16,120,4,1,8.81
1793,175408,16,115,5,1,23.12
1794,165974,16,59,5,1,15.98
1795,172687,15,67,5,1,22.88
1796,165921,16,56,5,1,34.38
1797,179136,15,65,5,1,19.58
1798,170367,15,8,4,1,9.2
1799,170381,15,18,4,1,9.05
1800,170382,15,24,4,1,8.35
1801,170366,15,27,4,1,9.92
1802,168576,16,56,4,1,12.24
1803,165920,16,39,5,1,38.04
1804,179437,15,5,5,1,14.54
1805,172713,15,91,5,1,13.52
1806,165952,16,16,5,1,18.16
1807,173192,16,84,4,1,8.94
1808,175395,16,111,5,1,27.76
1809,168587,16,26,4,1,11.43
1810,176666,15,100,5,1,17.46
1811,173218,16,95,4,1,12.15
1812,165924,16,40,5,1,27.99
1813,173219,16,72,4,1,12.0
1814,168573,16,38,4,1,10.32
1815,175382,16,117,5,1,26.94
1816,178534,15,101,4,1,9.13
1817,172692,15,70,5,1,17.22
1818,168625,16,46,4,1,8.3
1819,179662,15,5,4,1,8.35
1820,165966,16,35,5,1,24.63
1821,168581,16,19,4,1,10.56
1822,173217,16,88,4,1,6.73
1823,171665,16,80,5,1,26.94
1824,176652,15,140,5,1,23.43
1825,167716,15,57,5,1,21.24
1826,172685,15,80,5,1,23.63
1827,178546,15,137,4,1,10.46
1828,174243,15,91,4,1,8.37
1829,178547,15,136,4,1,11.19
1830,165917,16,29,5,1,31.62
1831,177274,16,101,4,1,9.47
1832,170388,15,47,4,1,9.05
1833,165936,16,45,5,1,23.67
1834,176676,15,130,5,1,12.47
1835,170390,15,31,4,1,8.61
1836,167688,15,38,5,1,27.42
1837,175404,16,139,5,1,25.94
1838,165927,16,62,5,1,25.45
1839,168623,16,7,4,1,8.91
1840,178535,15,112,4,1,8.94
1841,167698,15,43,5,1,23.5
1842,165938,16,41,5,1,22.67
1843,177266,16,125,4,1,8.94
1844,178566,15,130,4,1,8.28
1845,172694,15,73,5,1,17.21
1846,170358,15,9,4,1,9.93
1847,170361,15,45,4,1,9.45
1848,176674,15,133,5,1,16.01
1849,170370,15,44,4,1,9.87
1850,175403,16,123,5,1,26.18
1851,167720,15,10,5,1,19.71
1852,167718,15,53,5,1,22.7
1853,177275,16,112,4,1,8.4
1854,176671,15,131,5,1,17.34
1855,170357,15,26,4,1,10.5
1856,165954,16,51,5,1,19.89
1857,175415,16,141,5,1,18.73
1858,165948,16,53,5,1,25.73
1859,176649,15,104,5,1,17.22
1860,167706,15,45,5,1,21.07
1861,167733,15,47,5,1,21.83
1862,167735,15,31,5,1,19.36
1863,170346,15,56,4,1,12.31
1864,176675,15,141,5,1,15.31
1865,175399,16,116,5,1,36.31
1866,176668,15,115,5,1,19.78
1867,176660,15,118,5,1,29.98
1868,170360,15,49,4,1,9.27
1869,165955,16,12,5,1,25.2
1870,167713,15,13,5,1,22.36
1871,170344,15,15,4,1,11.43
1872,175386,16,134,5,1,24.12
1873,179284,16,2,5,1,23.5
1874,176643,15,109,5,1,23.98
1875,177299,16,132,4,1,8.45
1876,172707,15,88,5,1,13.12
1877,173199,16,93,4,1,10.08
1878,172683,15,79,5,1,21.01
1879,168594,16,63,4,1,8.91
1880,170393,15,7,4,1,8.53
1881,170349,15,40,4,1,10.05
1882,174227,15,71,4,1,9.99
1883,174231,15,98,4,1,9.46
1884,174211,15,82,4,1,9.27
1885,167722,15,16,5,1,15.97
1886,173223,16,91,4,1,8.49
1887,177296,16,100,4,1,8.92
1888,177268,16,126,4,1,9.45
1889,165933,16,9,5,1,25.3
1890,175387,16,103,5,1,23.5
1891,176670,15,121,5,1,19.35
1892,177287,16,136,4,1,11.28
1893,179512,16,5,4,1,8.42
1894,176669,15,132,5,1,20.01
1895,176659,15,116,5,1,37.29
1896,171688,16,95,5,1,33.23
1897,168618,16,47,4,1,9.23
1898,170386,15,21,4,1,9.22
1899,165929,16,32,5,1,24.95
1900,173200,16,69,4,1,9.16
1901,167723,15,23,5,1,20.49
1902,175394,16,105,5,1,28.09
1903,167731,15,21,5,1,23.73
1904,170384,15,64,4,1,10.29
1905,167744,15,59,5,1,12.4
1906,165925,16,14,5,1,28.16
1907,168578,16,60,4,1,11.31
1908,175401,16,135,5,1,30.14
1909,170392,15,54,4,1,8.12
1910,170348,15,60,4,1,11.22
1911,177285,16,111,4,1,10.18
1912,165968,16,7,5,1,20.84
1913,170391,15,35,4,1,8.63
1914,174236,15,90,4,1,8.04
1915,174241,15,66,4,1,8.58
1916,175416,16,130,5,1,15.98
1917,174219,15,93,4,1,9.59
1918,165971,16,50,5,1,15.76
1919,165931,16,30,5,1,27.06
1920,171667,16,67,5,1,26.04
1921,168574,16,15,4,1,11.47
1922,177281,16,107,4,1,8.0
1923,173221,16,66,4,1,8.96
1924,170342,15,29,4,1,11.05
1925,168621,16,35,4,1,8.82
1926,176639,15,108,5,1,23.42
1927,167727,15,24,5,1,17.25
1928,168580,16,14,4,1,10.81
1929,168592,16,58,4,1,9.12
1930,165953,16,23,5,1,23.16
1931,170398,15,52,4,1,8.35
1932,168575,16,39,4,1,14.15
1933,178558,15,115,4,1,8.63
1934,167712,15,8,5,1,23.5
1935,167728,15,37,5,1,22.2
1936,172696,15,97,5,1,23.15
1937,167742,15,55,5,1,18.1
1938,165919,16,15,5,1,32.42
1939,167743,15,52,5,1,14.46
1940,177280,16,102,4,1,8.64
1941,168616,16,21,4,1,9.35
1942,175400,16,118,5,1,31.61
1943,176637,15,114,5,1,21.01
1944,176665,15,113,5,1,19.83
1945,168571,16,22,4,1,11.61
1946,165945,16,44,5,1,26.49
1947,170395,15,46,4,1,8.05
1948,176646,15,134,5,1,21.09
1949,167695,15,14,5,1,25.85
1950,175393,16,138,5,1,25.92
1951,165935,16,49,5,1,21.84
1952,178533,15,109,4,1,9.9
1953,167715,15,44,5,1,23.25
1954,167726,15,18,5,1,21.25
1955,167737,15,54,5,1,19.34
1956,168603,16,53,4,1,9.5
1957,165922,16,61,5,1,28.89
1958,175379,16,108,5,1,25.96
1959,168593,16,41,4,1,9.3
1960,177267,16,114,4,1,9.88
1961,175384,16,101,5,1,26.04
1962,168582,16,62,4,1,10.96
1963,167739,15,34,5,1,19.41
1964,178564,15,133,4,1,8.18
1965,168613,16,37,4,1,9.39
1966,177304,16,133,4,1,8.04
1967,167694,15,40,5,1,25.54
1968,173212,16,78,4,1,9.22
1969,175376,16,125,5,1,22.15
1970,171683,16,87,5,1,24.49
1971,165961,16,21,5,1,26.72
1972,172684,15,86,5,1,19.94
1973,174220,15,69,4,1,8.89
1974,168591,16,45,4,1,9.9
1975,175390,16,102,5,1,21.83
1976,178563,15,127,4,1,8.55
1977,170397,15,55,4,1,8.4
1978,165959,16,64,5,1,26.18
1979,170352,15,62,4,1,9.88
1980,165967,16,54,5,1,23.04
1981,179433,15,1,5,1,20.99
1982,176641,15,120,5,1,22.27
1983,177301,16,131,4,1,8.31
1984,170399,15,59,4,1,8.33
1985,170385,15,33,4,1,8.81
1986,165969,16,34,5,1,22.86
1987,177277,16,103,4,1,9.16
1988,174218,15,77,4,1,8.94
1989,179434,15,2,5,1,20.56
1990,177286,16,137,4,1,10.84
1991,172712,15,85,5,1,16.97
1992,177300,16,121,4,1,8.8
1993,172710,15,94,5,1,29.12
1994,170341,15,22,4,1,11.3
1995,170364,15,63,4,1,9.03
1996,165939,16,63,5,1,21.72
1997,174229,15,96,4,1,10.46
1998,176667,15,128,5,1,20.99
1999,168590,16,49,4,1,9.88
2000,174213,15,79,4,1,9.47
2001,177298,16,115,4,1,9.02
2002,174225,15,99,4,1,9.7
2003,168585,16,42,4,1,10.72
2004,165930,16,42,5,1,25.6
2005,170389,15,25,4,1,8.93
2006,170362,15,58,4,1,9.13
2007,170350,15,14,4,1,9.95
2008,168629,16,59,4,1,8.63
2009,170356,15,30,4,1,10.4
2010,177269,16,108,4,1,11.03
2011,176645,15,112,5,1,20.67
2012,165928,16,43,5,1,26.34
2013,178550,15,118,4,1,10.99
2014,171674,16,73,5,1,19.46
2015,178562,15,129,4,1,7.36
2016,173204,16,73,4,1,8.0
2017,165941,16,27,5,1,27.75
2018,168572,16,29,4,1,11.18
2019,177288,16,106,4,1,12.42
2020,178542,15,140,4,1,9.7
2021,177273,16,109,4,1,10.44
2022,178531,15,120,4,1,10.02
2023,175398,16,106,5,1,34.33
2024,174238,15,95,4,1,12.14
2025,179181,15,65,4,1,8.95
2026,174239,15,72,4,1,11.94
2027,168622,16,54,4,1,8.21
2028,179509,16,2,4,1,9.17
2029,174216,15,74,4,1,9.9
2030,168615,16,33,4,1,8.99
2031,168583,16,43,4,1,11.17
2032,166760,14,36,5,1,19.95
2033,216316,14,61,6,1,27.9
2034,216388,14,36,6,1,31.43
2035,175984,14,137,5,1,25.78
2036,222421,14,126,6,1,34.24
2037,216298,14,15,6,1,25.95
2038,166769,14,13,5,1,19.96
2039,216430,14,27,6,1,29.06
2040,221839,14,93,6,1,31.5
2041,222529,14,137,6,1,27.89
2042,222505,14,140,6,1,31.54
2043,216376,14,26,6,1,30.68
2044,177874,14,137,4,1,12.46
2045,169403,14,61,4,1,12.46
2046,169415,14,36,4,1,11.72
2047,216304,14,39,6,1,21.01
2048,173675,14,93,4,1,12.03
2049,166762,14,45,5,1,18.37
2050,216280,14,22,6,1,25.23
2051,166742,14,22,5,1,31.02
2052,216292,14,38,6,1,27.36
2053,166744,14,38,5,1,26.23
2054,166746,14,39,5,1,41.53
2055,175978,14,102,5,1,16.98
2056,216526,14,24,6,1,35.88
2057,216520,14,18,6,1,32.96
2058,216502,14,23,6,1,32.8
2059,175982,14,105,5,1,23.92
2060,216514,14,12,6,1,32.63
2061,216334,14,14,6,1,29.52
2062,216418,14,63,6,1,33.23
2063,216406,14,58,6,1,34.88
2064,216346,14,62,6,1,30.28
2065,222409,14,125,6,1,33.44
2066,175986,14,106,5,1,34.57
2067,222487,14,104,6,1,35.91
2068,222499,14,107,6,1,36.56
2069,179355,14,3,5,1,27.72
2070,222433,14,119,6,1,31.12
2071,179354,14,2,5,1,18.14
2072,175976,14,110,5,1,18.77
2073,222547,14,116,6,1,22.59
2074,219967,14,1,6,1,32.91
2075,175963,14,122,5,1,16.27
2076,175965,14,114,5,1,18.38
2077,175967,14,108,5,1,20.95
2078,172143,14,67,5,1,20.67
2079,219694,14,65,6,1,33.1
2080,179120,14,65,5,1,17.14
2081,221863,14,68,6,1,33.85
2082,221875,14,99,6,1,31.54
2083,221851,14,75,6,1,32.67
2084,221857,14,70,6,1,35.91
2085,172150,14,73,5,1,14.22
2086,172141,14,80,5,1,21.34
2087,221881,14,97,6,1,30.13
2088,221821,14,74,6,1,29.54
2089,221887,14,71,6,1,29.4
2090,222625,14,129,6,1,39.03
2091,219979,14,3,6,1,27.27
2092,179165,14,65,4,1,11.46
2093,222445,14,117,6,1,31.61
2094,222511,14,138,6,1,30.13
2095,219985,14,4,6,1,33.72
2096,219973,14,2,6,1,33.19
2097,169405,14,40,4,1,11.97
2098,169417,14,45,4,1,11.58
2099,216382,14,9,6,1,31.89
2100,222451,14,109,6,1,29.54
2101,222403,14,122,6,1,31.24
2102,216568,14,25,6,1,33.95
2103,166748,14,61,5,1,25.77
2104,216538,14,64,6,1,32.84
2105,216352,14,43,6,1,32.12
2106,221833,14,77,6,1,33.5
2107,216364,14,42,6,1,31.87
2108,222475,14,103,6,1,32.7
2109,222559,14,135,6,1,26.94
2110,222493,14,102,6,1,33.85
2111,221791,14,82,6,1,31.24
2112,221911,14,98,6,1,33.0
2113,222553,14,118,6,1,26.21
2114,222523,14,111,6,1,30.25
2115,222535,14,136,6,1,27.52
2116,222427,14,108,6,1,31.46
2117,177862,14,101,4,1,11.54
2118,177855,14,114,4,1,11.48
2119,177857,14,108,4,1,12.13
2120,177864,14,134,4,1,12.03
2121,169420,14,63,4,1,11.28
2122,221803,14,79,6,1,32.08
2123,221827,14,67,6,1,31.43
2124,221815,14,80,6,1,31.61
2125,177859,14,120,4,1,10.67
2126,222517,14,105,6,1,29.4
2127,177872,14,105,4,1,11.93
2128,169397,14,22,4,1,13.22
2129,173680,14,73,4,1,11.05
2130,169413,14,26,4,1,12.3
2131,169399,14,38,4,1,12.42
2132,169424,14,13,4,1,11.64
2133,169422,14,27,4,1,12.23
2134,177868,14,102,4,1,11.19
2135,179580,14,3,4,1,12.86
2136,219991,14,5,6,1,34.16
2137,222463,14,112,6,1,33.5
2138,177884,14,100,4,1,11.01
2139,179582,14,5,4,1,11.09
2140,216610,14,50,6,1,39.14
2141,216508,14,51,6,1,36.24
2142,216556,14,48,6,1,33.27
2143,216448,14,20,6,1,33.87
2144,169401,14,39,4,1,15.55
2145,166750,14,40,5,1,23.68
2146,169406,14,14,4,1,11.88
2147,216424,14,28,6,1,31.61
2148,169408,14,62,4,1,11.72
2149,216454,14,44,6,1,29.87
2150,216310,14,56,6,1,23.99
2151,216394,14,49,6,1,31.3
2152,216490,14,11,6,1,32.44
2153,216322,14,60,6,1,27.44
2154,216436,14,8,6,1,30.8
2155,216286,14,29,6,1,26.08
2156,216496,14,16,6,1,37.52
2157,216340,14,19,6,1,30.29
2158,177881,14,123,4,1,12.33
2159,177853,14,122,4,1,11.3
2160,173688,14,78,4,1,11.24
2161,173684,14,76,4,1,12.11
2162,173673,14,67,4,1,11.54
2163,173670,14,86,4,1,11.46
2164,173668,14,84,4,1,11.39
2165,173671,14,80,4,1,12.84
2166,177875,14,136,4,1,13.11
2167,175980,14,140,5,1,21.19
2168,216328,14,40,6,1,29.17
2169,216412,14,41,6,1,33.45
2170,176002,14,133,5,1,13.93
2171,222637,14,133,6,1,33.17
2172,169453,14,55,4,1,11.16
2173,166784,14,37,5,1,19.63
2174,166755,14,32,5,1,19.4
2175,166798,14,55,5,1,16.24
2176,166799,14,52,5,1,11.89
2177,216622,14,52,6,1,34.07
2178,169431,14,10,4,1,11.14
2179,222583,14,113,6,1,33.92
2180,175995,14,128,5,1,18.51
2181,166800,14,59,5,1,8.32
2182,173690,14,92,4,1,11.03
2183,175999,14,131,5,1,15.32
2184,216544,14,33,6,1,33.14
2185,216628,14,59,6,1,35.94
2186,216550,14,21,6,1,32.56
2187,166757,14,30,5,1,22.2
2188,169454,14,52,4,1,11.15
2189,169439,14,37,4,1,11.62
2190,172147,14,75,5,1,18.77
2191,173698,14,85,4,1,11.09
2192,175998,14,121,5,1,17.25
2193,173699,14,91,4,1,11.09
2194,172166,14,94,5,1,28.41
2195,172168,14,85,5,1,14.98
2196,169412,14,30,4,1,12.24
2197,177865,14,103,4,1,11.34
2198,175972,14,101,5,1,20.67
2199,172169,14,91,5,1,10.13
2200,221983,14,91,6,1,34.9
2201,166793,14,54,5,1,16.78
2202,216586,14,54,6,1,34.17
2203,166795,14,34,5,1,17.34
2204,166777,14,11,5,1,18.99
2205,175997,14,132,5,1,17.53
2206,177888,14,121,4,1,11.15
2207,177887,14,132,4,1,11.03
2208,177889,14,131,4,1,10.79
2209,175992,14,139,5,1,20.29
2210,221947,14,88,6,1,39.03
2211,221869,14,73,6,1,36.56
2212,175981,14,138,5,1,20.85
2213,169450,14,34,4,1,11.15
2214,169432,14,11,4,1,11.34
2215,169430,14,6,4,1,11.35
2216,175975,14,103,5,1,18.64
2217,176000,14,129,5,1,9.94
2218,175968,14,119,5,1,21.95
2219,175987,14,116,5,1,38.09
2220,175988,14,118,5,1,29.31
2221,221797,14,84,6,1,33.44
2222,172158,14,78,5,1,17.42
2223,221959,14,72,6,1,24.87
2224,221917,14,78,6,1,33.92
2225,221809,14,86,6,1,34.24
2226,221965,14,94,6,1,26.35
2227,221977,14,85,6,1,32.42
2228,172145,14,93,5,1,19.22
2229,172162,14,90,5,1,15.32
2230,173669,14,79,4,1,11.48
2231,173677,14,75,4,1,11.42
2232,173672,14,74,4,1,12.26
2233,173687,14,98,4,1,11.92
2234,172139,14,79,5,1,18.38
2235,172155,14,96,5,1,25.78
2236,172137,14,82,5,1,16.27
2237,172142,14,74,5,1,22.21
2238,172144,14,77,5,1,18.06
2239,172163,14,88,5,1,9.94
2240,166797,14,50,5,1,9.81
2241,166790,14,25,5,1,17.39
2242,166779,14,23,5,1,18.14
2243,175973,14,112,5,1,18.06
2244,176004,14,130,5,1,8.54
2245,169445,14,25,4,1,11.28
2246,172149,14,68,5,1,16.98
2247,172151,14,99,5,1,21.19
2248,179579,14,2,4,1,11.57
2249,177877,14,116,4,1,14.82
2250,169402,14,56,4,1,14.13
2251,177867,14,104,4,1,11.12
2252,166759,14,9,5,1,20.25
2253,166747,14,56,5,1,34.67
2254,177890,14,129,4,1,10.59
2255,177869,14,107,4,1,11.05
2256,166743,14,29,5,1,29.44
2257,222649,14,130,6,1,35.93
2258,222589,14,100,6,1,33.03
2259,166766,14,28,5,1,21.37
2260,177871,14,138,4,1,11.58
2261,166749,14,60,5,1,28.77
2262,169435,14,51,4,1,11.06
2263,179581,14,4,4,1,11.23
2264,166771,14,44,5,1,21.44
2265,166788,14,48,5,1,18.46
2266,166781,14,12,5,1,19.48
2267,169407,14,19,4,1,12.1
2268,177879,14,135,4,1,12.59
2269,175985,14,136,5,1,28.61
2270,166782,14,18,5,1,18.77
2271,166783,14,24,5,1,14.28
2272,177880,14,124,4,1,13.21
2273,177858,14,119,4,1,12.14
2274,166763,14,58,5,1,16.19
2275,175991,14,123,5,1,20.69
2276,166752,14,19,5,1,23.21
2277,177894,14,130,4,1,10.96
2278,177883,14,113,4,1,11.24
2279,177878,14,118,4,1,13.12
2280,177860,14,117,4,1,12.84
2281,169448,14,54,4,1,10.9
2282,173679,14,68,4,1,11.19
2283,175970,14,117,5,1,21.34
2284,177882,14,139,4,1,11.92
2285,175983,14,111,5,1,23.33
2286,173674,14,77,4,1,11.57
2287,173685,14,96,4,1,12.46
2288,175977,14,104,5,1,14.26
2289,179353,14,1,5,1,18.31
2290,169421,14,28,4,1,12.93
2291,169423,14,8,4,1,11.6
2292,169437,14,18,4,1,11.53
2293,169411,14,42,4,1,11.82
2294,221971,14,66,6,1,32.99
2295,179356,14,4,5,1,17.04
2296,169404,14,60,4,1,13.14
2297,169409,14,43,4,1,12.46
2298,169398,14,29,4,1,13.16
2299,173693,14,88,4,1,10.59
2300,169425,14,20,4,1,11.54
2301,169414,14,9,4,1,11.9
2302,169426,14,44,4,1,12.25
2303,169416,14,49,4,1,11.29
2304,173681,14,99,4,1,12.16
2305,172138,14,84,5,1,17.16
2306,166756,14,42,5,1,20.59
2307,166768,14,8,5,1,21.38
2308,166754,14,43,5,1,21.06
2309,172159,14,87,5,1,18.51
2310,166770,14,20,5,1,17.57
2311,172156,14,83,5,1,20.69
2312,221935,14,81,6,1,32.95
2313,221989,14,89,6,1,32.18
2314,221893,14,76,6,1,30.25
2315,169438,14,24,4,1,11.1
2316,169400,14,15,4,1,13.52
2317,166761,14,49,5,1,16.31
2318,216532,14,37,6,1,33.33
2319,166745,14,15,5,1,30.93
2320,166773,14,17,5,1,21.39
2321,216466,14,17,6,1,30.7
2322,216574,14,31,6,1,32.52
2323,166786,14,33,5,1,20.06
2324,169428,14,17,4,1,11.53
2325,169441,14,33,4,1,11.19
2326,169440,14,64,4,1,12.85
2327,216400,14,45,6,1,33.59
2328,216580,14,35,6,1,32.83
2329,179578,14,1,4,1,11.66
2330,177866,14,110,4,1,11.42
2331,179357,14,5,5,1,11.57
2332,175966,14,126,5,1,17.17
2333,177873,14,111,4,1,11.81
2334,169436,14,12,4,1,11.65
2335,166785,14,64,5,1,20.5
2336,175990,14,124,5,1,31.05
2337,175989,14,135,5,1,27.2
2338,222565,14,124,6,1,25.07
2339,222619,14,131,6,1,33.59
2340,175979,14,107,5,1,14.22
2341,222613,14,121,6,1,32.95
2342,216478,14,6,6,1,32.51
2343,166765,14,63,5,1,16.66
2344,175993,14,113,5,1,17.42
2345,216604,14,46,6,1,33.72
2346,177856,14,126,4,1,11.46
2347,166758,14,26,5,1,22.24
2348,173682,14,97,4,1,11.75
2349,175994,14,100,5,1,15.36
2350,216472,14,53,6,1,31.36
2351,222577,14,139,6,1,33.0
2352,221953,14,95,6,1,25.21
2353,172154,14,76,5,1,23.33
2354,172140,14,86,5,1,17.17
2355,169434,14,23,4,1,11.35
2356,172152,14,97,5,1,20.85
2357,173676,14,69,4,1,11.34
2358,173678,14,70,4,1,11.12
2359,172146,14,69,5,1,18.64
2360,221941,14,90,6,1,33.59
2361,222571,14,123,6,1,32.66
2362,222631,14,127,6,1,31.02
2363,175969,14,120,5,1,19.66
2364,222607,14,132,6,1,33.63
2365,221923,14,87,6,1,32.97
2366,221899,14,96,6,1,27.89
2367,175996,14,115,5,1,17.57
2368,175971,14,109,5,1,22.21
2369,222601,14,115,6,1,32.93
2370,222541,14,106,6,1,24.2
2371,221929,14,92,6,1,33.63
2372,222457,14,101,6,1,31.43
2373,222469,14,134,6,1,31.5
2374,222595,14,128,6,1,32.97
2375,222415,14,114,6,1,32.08
2376,166772,14,57,5,1,19.31
2377,216460,14,57,6,1,31.37
2378,172148,14,70,5,1,14.26
2379,221845,14,69,6,1,32.7
2380,221905,14,83,6,1,32.66
2381,166751,14,14,5,1,24.0
2382,169418,14,58,4,1,11.45
2383,166753,14,62,5,1,20.26
2384,166767,14,27,5,1,23.13
2385,216370,14,30,6,1,30.83
2386,216358,14,32,6,1,33.77
2387,216616,14,55,6,1,31.47
2388,169427,14,57,4,1,12.09
2389,216562,14,47,6,1,32.23
2390,175974,14,134,5,1,19.22
2391,216598,14,34,6,1,33.04
2392,222481,14,110,6,1,32.67
2393,172157,14,98,5,1,20.29
2394,169452,14,50,4,1,10.59
2395,166778,14,16,5,1,12.93
2396,222439,14,120,6,1,33.42
2397,173697,14,66,4,1,11.04
2398,177863,14,112,4,1,10.9
2399,173686,14,83,4,1,12.33
2400,177870,14,140,4,1,13.48
2401,173700,14,89,4,1,12.15
2402,173692,14,90,4,1,10.79
2403,172161,14,81,5,1,17.26
2404,172170,14,89,5,1,20.69
2405,166796,14,46,5,1,15.36
2406,172167,14,66,5,1,16.24
2407,166775,14,6,5,1,18.06
2408,166787,14,21,5,1,21.41
2409,169442,14,21,4,1,11.6
2410,169455,14,59,4,1,10.99
2411,169410,14,32,4,1,12.38
2412,172160,14,92,5,1,17.53
2413,175964,14,125,5,1,17.16
2414,166774,14,53,5,1,20.55
2415,166776,14,10,5,1,17.26
2416,166764,14,41,5,1,17.59
2417,166794,14,7,5,1,15.75
2418,169419,14,41,4,1,11.32
2419,169429,14,53,4,1,11.4
2420,169449,14,7,4,1,10.99
2421,173695,14,72,4,1,13.86
2422,173694,14,95,4,1,13.92
2423,177885,14,128,4,1,11.35
2424,177893,14,141,4,1,11.3
2425,176001,14,127,5,1,16.93
2426,173696,14,94,4,1,12.78
2427,172153,14,71,5,1,23.92
2428,177861,14,109,4,1,12.26
2429,177892,14,133,4,1,10.96
2430,166780,14,51,5,1,14.61
2431,169451,14,46,4,1,10.81
2432,169433,14,16,4,1,11.02
2433,166791,14,31,5,1,17.23
2434,166789,14,47,5,1,19.58
2435,173683,14,71,4,1,11.93
2436,173689,14,87,4,1,11.35
2437,173667,14,82,4,1,11.3
2438,173691,14,81,4,1,11.15
2439,169446,14,31,4,1,11.09
2440,169444,14,47,4,1,11.46
2441,176003,14,141,5,1,12.83
2442,169443,14,48,4,1,11.65
2443,169447,14,35,4,1,11.24
2444,172165,14,72,5,1,32.81
2445,172164,14,95,5,1,33.05
2446,222643,14,141,6,1,33.13
2447,177891,14,127,4,1,11.31
2448,177886,14,115,4,1,11.08
2449,177876,14,106,4,1,14.24
2450,177854,14,125,4,1,11.39
2451,166792,14,35,5,1,18.65
2452,216592,14,7,6,1,33.12
2453,216442,14,13,6,1,32.31
2454,216484,14,10,6,1,34.45
2455,227626,13,59,20,1,1.05010273
2456,227583,13,30,20,1,1.68043323
2457,227570,13,38,20,1,2.19283393
2458,227524,13,30,21,1,2.2
2459,227536,13,13,21,1,2.0
2460,227553,13,33,21,1,2.3
2461,315662,13,116,21,1,2.8
2462,227554,13,21,21,1,2.3
2463,227596,13,20,20,1,1.34945756
2464,227567,13,59,21,1,1.7
2465,227511,13,38,21,1,2.5
2466,227531,13,41,21,1,2.1
2467,227569,13,29,20,1,2.6246481
2468,315614,13,116,20,1,2.8
2469,315641,13,126,21,1,2.0
2470,227608,13,18,20,1,1.48348043
2471,315637,13,5,21,1,1.8
2472,315672,13,132,21,1,1.9
2473,315625,13,121,20,1,1.3
2474,315652,13,104,21,1,1.8
2475,227599,13,17,20,1,1.37949458
2476,315615,13,118,20,1,2.6
2477,315675,13,129,21,1,1.4
2478,315663,13,118,21,1,2.6
2479,315646,13,109,21,1,2.2
2480,315623,13,115,20,1,1.3
2481,227573,13,56,20,1,2.46744515
2482,227557,13,25,21,1,1.9
2483,227519,13,19,21,1,2.6
2484,315626,13,131,20,1,1.1
2485,227618,13,35,20,1,1.44623271
2486,315594,13,108,20,1,1.6
2487,227527,13,36,21,1,2.2
2488,227584,13,26,20,1,1.78266097
2489,315643,13,119,21,1,2.3
2490,315631,13,130,20,1,1.0
2491,227572,13,39,20,1,3.41080356
2492,315610,13,111,20,1,2.1
2493,227532,13,63,21,1,2.0
2494,227607,13,12,20,1,1.25542288
2495,227530,13,58,21,1,2.0
2496,315603,13,110,20,1,1.4
2497,315630,13,141,20,1,1.1
2498,227594,13,8,20,1,1.36375064
2499,227624,13,55,20,1,1.21684564
2500,315659,13,137,21,1,2.7
2501,315673,13,121,21,1,1.9
2502,315665,13,124,21,1,2.3
2503,227528,13,49,21,1,2.2
2504,227556,13,47,21,1,2.3
2505,227619,13,54,20,1,1.31106931
2506,227526,13,9,21,1,2.2
2507,227571,13,15,20,1,2.88324337
2508,227590,13,41,20,1,1.46998954
2509,227617,13,31,20,1,1.37920573
2510,227595,13,13,20,1,1.38381706
2511,227587,13,49,20,1,1.57018204
2512,315674,13,131,21,1,1.8
2513,315612,13,136,20,1,2.5
2514,227539,13,57,21,1,2.1
2515,315622,13,128,20,1,1.5
2516,315632,13,65,20,1,1.6
2517,315680,13,65,21,1,2.1
2518,315678,13,141,21,1,1.8
2519,315607,13,140,20,1,1.4
2520,315586,13,2,20,1,1.7
2521,315585,13,1,20,1,1.1
2522,315600,13,112,20,1,1.4
2523,315592,13,114,20,1,1.6
2524,227575,13,60,20,1,2.45632621
2525,227579,13,62,20,1,2.59446261
2526,227603,13,11,20,1,1.36193673
2527,227562,13,34,21,1,1.8
2528,227520,13,62,21,1,2.8
2529,227560,13,54,21,1,1.9
2530,315621,13,100,20,1,1.2
2531,315611,13,137,20,1,2.4
2532,227538,13,44,21,1,2.1
2533,315602,13,103,20,1,1.5
2534,315627,13,129,20,1,0.8
2535,227510,13,29,21,1,2.6
2536,227601,13,6,20,1,1.4650566
2537,227621,13,34,20,1,1.22204322
2538,227533,13,28,21,1,2.2
2539,227522,13,32,21,1,2.1
2540,315668,13,113,21,1,1.9
