fact_id,unique_id,time_id,location_id,indicator_key,batch_id,data_value
268,168651,19,58,4,1,10.29
269,168653,19,63,4,1,10.59
270,176703,20,135,5,1,27.39
271,176704,20,124,5,1,30.26
272,167785,20,18,5,1,20.69
273,178575,20,109,4,1,9.46
274,178608,20,130,4,1,7.82
275,178590,20,106,4,1,12.41
276,177336,19,139,4,1,10.76
277,167768,20,63,5,1,17.96
278,176700,20,106,5,1,33.35
279,167759,20,42,5,1,22.32
280,172724,20,69,5,1,20.23
281,171700,19,74,5,1,28.16
282,173256,19,85,4,1,9.73
283,170419,20,49,4,1,8.87
284,172736,20,78,5,1,18.71
285,178597,20,113,4,1,8.39
286,168660,19,57,4,1,10.84
287,166025,19,35,5,1,25.01
288,173243,19,96,4,1,12.6
289,176713,20,131,5,1,16.8
290,170448,20,25,4,1,8.43
291,173248,19,92,4,1,9.74
292,168644,19,42,4,1,11.7
293,170431,20,17,4,1,8.77
294,168673,19,64,4,1,11.73
295,177330,19,106,4,1,14.31
296,179665,20,3,4,1,10.73
297,179291,19,4,5,1,22.84
298,175446,19,139,5,1,26.15
299,165982,19,60,5,1,31.91
300,170453,20,34,4,1,8.26
301,170433,20,6,4,1,8.41
302,166026,19,54,5,1,24.08
303,167765,20,45,5,1,19.95
304,175436,19,105,5,1,29.88
305,166006,19,17,5,1,27.58
306,178606,20,133,4,1,7.9
307,171698,19,86,5,1,22.38
308,165990,19,30,5,1,28.58
309,177307,19,122,4,1,11.33
310,168649,19,49,4,1,11.32
311,176679,20,114,5,1,19.89
312,167795,20,35,5,1,20.57
313,168646,19,26,4,1,12.5
314,179152,19,65,4,1,10.35
315,170421,20,58,4,1,8.66
316,178588,20,137,4,1,10.35
317,172716,20,84,5,1,18.37
318,168672,19,37,4,1,10.77
319,176706,20,139,5,1,21.89
320,179514,19,2,4,1,10.33
321,179289,19,2,5,1,25.3
322,168634,19,39,4,1,16.09
323,177331,19,116,4,1,15.0
324,167771,20,8,5,1,22.84
325,177337,19,113,4,1,9.89
326,179667,20,5,4,1,7.98
327,178591,20,116,4,1,13.2
328,171713,19,96,5,1,30.65
329,168678,19,25,4,1,9.94
330,175454,19,129,5,1,18.88
331,165980,19,56,5,1,35.39
332,167783,20,51,5,1,16.78
333,166018,19,64,5,1,26.77
334,175422,19,119,5,1,28.3
335,165989,19,42,5,1,26.69
336,170406,20,61,4,1,10.35
337,170455,20,50,4,1,7.61
338,175438,19,137,5,1,30.65
339,168665,19,11,4,1,10.14
340,168637,19,60,4,1,13.12
341,178598,20,100,4,1,8.08
342,179182,20,65,4,1,8.63
343,168683,19,34,4,1,9.79
344,172726,20,70,5,1,16.65
345,178601,20,132,4,1,8.14
346,172730,20,97,5,1,22.79
347,178602,20,121,4,1,8.27
348,165981,19,61,5,1,30.62
349,166029,19,46,5,1,20.59
350,171708,19,73,5,1,22.54
351,177335,19,123,4,1,11.41
352,177347,19,141,4,1,9.96
353,168631,19,29,4,1,12.67
354,177339,19,128,4,1,10.07
355,176701,20,116,5,1,36.08
356,170437,20,23,4,1,8.55
357,166004,19,44,5,1,27.68
358,174263,20,96,4,1,10.35
359,168677,19,47,4,1,10.25
360,165995,19,45,5,1,23.96
361,174250,20,74,4,1,9.46
362,177315,19,109,4,1,11.11
363,177342,19,121,4,1,9.79
364,174257,20,68,4,1,8.24
365,177341,19,132,4,1,9.74
366,168674,19,33,4,1,10.1
367,167745,20,22,5,1,30.28
368,167790,20,21,5,1,22.82
369,166019,19,33,5,1,25.64
370,175419,19,114,5,1,24.13
