unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,year,month,quarter,batch_id,indicator_category
167624,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2010,2009-12-01,19.33,2009,12,4,1,Air Quality Indicator
167625,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2010,2009-12-01,15.24,2009,12,4,1,Air Quality Indicator
168501,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Winter 2009-10,2009-12-01,9.58,2009,12,4,1,Air Quality Indicator
179652,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Annual Average 2010,2009-12-01,8.8,2009,12,4,1,Air Quality Indicator
176587,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2010,2009-12-01,19.1,2009,12,4,1,Air Quality Indicator
176584,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2010,2009-12-01,21.67,2009,12,4,1,Air Quality Indicator
171608,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2009-10,2009-12-01,26.37,2009,12,4,1,Air Quality Indicator
178464,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Annual Average 2010,2009-12-01,13.21,2009,12,4,1,Air Quality Indicator
165844,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2009-10,2009-12-01,26.31,2009,12,4,1,Air Quality Indicator
178475,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Annual Average 2010,2009-12-01,9.19,2009,12,4,1,Air Quality Indicator
165833,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2009-10,2009-12-01,28.28,2009,12,4,1,Air Quality Indicator
178447,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Annual Average 2010,2009-12-01,10.48,2009,12,4,1,Air Quality Indicator
167621,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2010,2009-12-01,21.28,2009,12,4,1,Air Quality Indicator
167603,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2010,2009-12-01,23.77,2009,12,4,1,Air Quality Indicator
167601,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2010,2009-12-01,22.43,2009,12,4,1,Air Quality Indicator
167615,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2010,2009-12-01,23.52,2009,12,4,1,Air Quality Indicator
176591,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2010,2009-12-01,16.0,2009,12,4,1,Air Quality Indicator
171625,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Winter 2009-10,2009-12-01,17.87,2009,12,4,1,Air Quality Indicator
178454,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Annual Average 2010,2009-12-01,9.8,2009,12,4,1,Air Quality Indicator
167613,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Annual Average 2010,2009-12-01,25.25,2009,12,4,1,Air Quality Indicator
172645,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Annual Average 2010,2009-12-01,14.14,2009,12,4,1,Air Quality Indicator
178476,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Annual Average 2010,2009-12-01,9.25,2009,12,4,1,Air Quality Indicator
173151,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Winter 2009-10,2009-12-01,12.59,2009,12,4,1,Air Quality Indicator
176566,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2010,2009-12-01,21.48,2009,12,4,1,Air Quality Indicator
178456,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2010,2009-12-01,9.18,2009,12,4,1,Air Quality Indicator
172624,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2010,2009-12-01,19.1,2009,12,4,1,Air Quality Indicator
177182,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2009-10,2009-12-01,10.23,2009,12,4,1,Air Quality Indicator
178466,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2010,2009-12-01,11.56,2009,12,4,1,Air Quality Indicator
179423,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2010,2009-12-01,22.16,2009,12,4,1,Air Quality Indicator
165842,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Winter 2009-10,2009-12-01,27.31,2009,12,4,1,Air Quality Indicator
172637,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2010,2009-12-01,21.22,2009,12,4,1,Air Quality Indicator
175304,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2009-10,2009-12-01,28.06,2009,12,4,1,Air Quality Indicator
165829,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2009-10,2009-12-01,29.36,2009,12,4,1,Air Quality Indicator
179274,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2009-10,2009-12-01,27.17,2009,12,4,1,Air Quality Indicator
178472,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2010,2009-12-01,8.98,2009,12,4,1,Air Quality Indicator
171611,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2009-10,2009-12-01,30.23,2009,12,4,1,Air Quality Indicator
171614,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2009-10,2009-12-01,24.84,2009,12,4,1,Air Quality Indicator
176564,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Annual Average 2010,2009-12-01,23.64,2009,12,4,1,Air Quality Indicator
168456,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2009-10,2009-12-01,11.74,2009,12,4,1,Air Quality Indicator
177203,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Winter 2009-10,2009-12-01,11.89,2009,12,4,1,Air Quality Indicator
167620,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2010,2009-12-01,19.64,2009,12,4,1,Air Quality Indicator
171595,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2009-10,2009-12-01,23.87,2009,12,4,1,Air Quality Indicator
178443,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Annual Average 2010,2009-12-01,10.26,2009,12,4,1,Air Quality Indicator
178445,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Annual Average 2010,2009-12-01,10.99,2009,12,4,1,Air Quality Indicator
168497,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2009-10,2009-12-01,9.27,2009,12,4,1,Air Quality Indicator
168494,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Winter 2009-10,2009-12-01,9.41,2009,12,4,1,Air Quality Indicator
177195,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Winter 2009-10,2009-12-01,9.45,2009,12,4,1,Air Quality Indicator
177185,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2009-10,2009-12-01,12.21,2009,12,4,1,Air Quality Indicator
177190,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2009-10,2009-12-01,10.3,2009,12,4,1,Air Quality Indicator
178452,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Annual Average 2010,2009-12-01,10.21,2009,12,4,1,Air Quality Indicator
178450,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2010,2009-12-01,9.93,2009,12,4,1,Air Quality Indicator
167583,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2010,2009-12-01,26.64,2009,12,4,1,Air Quality Indicator
177192,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2009-10,2009-12-01,10.61,2009,12,4,1,Air Quality Indicator
172629,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2010,2009-12-01,27.83,2009,12,4,1,Air Quality Indicator
177201,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2009-10,2009-12-01,10.22,2009,12,4,1,Air Quality Indicator
174143,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Annual Average 2010,2009-12-01,10.09,2009,12,4,1,Air Quality Indicator
175302,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2009-10,2009-12-01,27.5,2009,12,4,1,Air Quality Indicator
173135,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2009-10,2009-12-01,9.49,2009,12,4,1,Air Quality Indicator
177221,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Winter 2009-10,2009-12-01,9.27,2009,12,4,1,Air Quality Indicator
167602,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2010,2009-12-01,21.93,2009,12,4,1,Air Quality Indicator
174161,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2010,2009-12-01,11.01,2009,12,4,1,Air Quality Indicator
165847,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2009-10,2009-12-01,24.96,2009,12,4,1,Air Quality Indicator
165828,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Winter 2009-10,2009-12-01,27.59,2009,12,4,1,Air Quality Indicator
175322,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Winter 2009-10,2009-12-01,22.8,2009,12,4,1,Air Quality Indicator
177202,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Winter 2009-10,2009-12-01,11.26,2009,12,4,1,Air Quality Indicator
177212,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Winter 2009-10,2009-12-01,9.1,2009,12,4,1,Air Quality Indicator
174150,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2010,2009-12-01,9.79,2009,12,4,1,Air Quality Indicator
170251,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Annual Average 2010,2009-12-01,9.74,2009,12,4,1,Air Quality Indicator
176554,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2010,2009-12-01,21.04,2009,12,4,1,Air Quality Indicator
174165,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Annual Average 2010,2009-12-01,9.52,2009,12,4,1,Air Quality Indicator
165811,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2009-10,2009-12-01,26.32,2009,12,4,1,Air Quality Indicator
178474,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2010,2009-12-01,9.25,2009,12,4,1,Air Quality Indicator
168499,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2009-10,2009-12-01,9.75,2009,12,4,1,Air Quality Indicator
177214,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Winter 2009-10,2009-12-01,9.57,2009,12,4,1,Air Quality Indicator
177210,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Winter 2009-10,2009-12-01,9.84,2009,12,4,1,Air Quality Indicator
171619,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Winter 2009-10,2009-12-01,21.08,2009,12,4,1,Air Quality Indicator
177184,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Winter 2009-10,2009-12-01,10.14,2009,12,4,1,Air Quality Indicator
175296,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Winter 2009-10,2009-12-01,28.03,2009,12,4,1,Air Quality Indicator
165822,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2009-10,2009-12-01,28.2,2009,12,4,1,Air Quality Indicator
176570,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2010,2009-12-01,27.83,2009,12,4,1,Air Quality Indicator
165835,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Winter 2009-10,2009-12-01,27.74,2009,12,4,1,Air Quality Indicator
175328,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2009-10,2009-12-01,21.08,2009,12,4,1,Air Quality Indicator
178444,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Annual Average 2010,2009-12-01,9.68,2009,12,4,1,Air Quality Indicator
168502,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2009-10,2009-12-01,9.65,2009,12,4,1,Air Quality Indicator
168457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Winter 2009-10,2009-12-01,15.77,2009,12,4,1,Air Quality Indicator
170263,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2010,2009-12-01,9.87,2009,12,4,1,Air Quality Indicator
176568,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2010,2009-12-01,25.31,2009,12,4,1,Air Quality Indicator
177204,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Winter 2009-10,2009-12-01,13.18,2009,12,4,1,Air Quality Indicator
177189,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Winter 2009-10,2009-12-01,10.67,2009,12,4,1,Air Quality Indicator
165839,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2009-10,2009-12-01,24.73,2009,12,4,1,Air Quality Indicator
175292,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2009-10,2009-12-01,22.66,2009,12,4,1,Air Quality Indicator
165838,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Winter 2009-10,2009-12-01,28.08,2009,12,4,1,Air Quality Indicator
178469,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2010,2009-12-01,10.05,2009,12,4,1,Air Quality Indicator
165798,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Winter 2009-10,2009-12-01,35.11,2009,12,4,1,Air Quality Indicator
172617,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Annual Average 2010,2009-12-01,25.08,2009,12,4,1,Air Quality Indicator
168478,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2009-10,2009-12-01,10.62,2009,12,4,1,Air Quality Indicator
177208,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Winter 2009-10,2009-12-01,12.37,2009,12,4,1,Air Quality Indicator
170266,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Annual Average 2010,2009-12-01,10.56,2009,12,4,1,Air Quality Indicator
171600,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2009-10,2009-12-01,26.84,2009,12,4,1,Air Quality Indicator
171613,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2009-10,2009-12-01,27.56,2009,12,4,1,Air Quality Indicator
171598,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2009-10,2009-12-01,29.32,2009,12,4,1,Air Quality Indicator
178451,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Annual Average 2010,2009-12-01,9.79,2009,12,4,1,Air Quality Indicator
168453,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Winter 2009-10,2009-12-01,12.28,2009,12,4,1,Air Quality Indicator
171607,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2009-10,2009-12-01,28.63,2009,12,4,1,Air Quality Indicator
171605,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2009-10,2009-12-01,26.54,2009,12,4,1,Air Quality Indicator
175301,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Winter 2009-10,2009-12-01,26.84,2009,12,4,1,Air Quality Indicator
172613,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2010,2009-12-01,20.13,2009,12,4,1,Air Quality Indicator
172640,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2010,2009-12-01,34.84,2009,12,4,1,Air Quality Indicator
165804,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Winter 2009-10,2009-12-01,30.21,2009,12,4,1,Air Quality Indicator
165827,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2009-10,2009-12-01,28.81,2009,12,4,1,Air Quality Indicator
178463,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Annual Average 2010,2009-12-01,11.83,2009,12,4,1,Air Quality Indicator
175880,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2009,2009-06-01,17.94,2009,6,2,1,Air Quality Indicator
166656,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2009,2009-06-01,23.51,2009,6,2,1,Air Quality Indicator
166658,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2009,2009-06-01,19.2,2009,6,2,1,Air Quality Indicator
179568,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Summer 2009,2009-06-01,10.73,2009,6,2,1,Air Quality Indicator
179569,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Summer 2009,2009-06-01,10.92,2009,6,2,1,Air Quality Indicator
177769,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Summer 2009,2009-06-01,10.38,2009,6,2,1,Air Quality Indicator
169306,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2009,2009-06-01,10.96,2009,6,2,1,Air Quality Indicator
166676,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2009,2009-06-01,17.21,2009,6,2,1,Air Quality Indicator
175900,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2009,2009-06-01,28.52,2009,6,2,1,Air Quality Indicator
219989,386,Ozone (O3),Mean,ppb,Borough,5,Staten Island,Summer 2009,2009-06-01,26.72,2009,6,2,1,Air Quality Indicator
222419,386,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2009,2009-06-01,26.72,2009,6,2,1,Air Quality Indicator
175896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2009,2009-06-01,23.14,2009,6,2,1,Air Quality Indicator
169311,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2009,2009-06-01,10.84,2009,6,2,1,Air Quality Indicator
169331,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Summer 2009,2009-06-01,9.86,2009,6,2,1,Air Quality Indicator
169335,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Summer 2009,2009-06-01,10.58,2009,6,2,1,Air Quality Indicator
169329,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2009,2009-06-01,10.36,2009,6,2,1,Air Quality Indicator
169337,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Summer 2009,2009-06-01,10.39,2009,6,2,1,Air Quality Indicator
172097,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2009,2009-06-01,35.28,2009,6,2,1,Air Quality Indicator
172096,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2009,2009-06-01,35.65,2009,6,2,1,Air Quality Indicator
177806,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2009,2009-06-01,9.6,2009,6,2,1,Air Quality Indicator
173627,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Summer 2009,2009-06-01,13.83,2009,6,2,1,Air Quality Indicator
173626,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Summer 2009,2009-06-01,13.91,2009,6,2,1,Air Quality Indicator
172101,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Summer 2009,2009-06-01,11.98,2009,6,2,1,Air Quality Indicator
177809,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Summer 2009,2009-06-01,10.73,2009,6,2,1,Air Quality Indicator
172098,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2009,2009-06-01,30.89,2009,6,2,1,Air Quality Indicator
172069,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2009,2009-06-01,19.51,2009,6,2,1,Air Quality Indicator
177777,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Summer 2009,2009-06-01,11.71,2009,6,2,1,Air Quality Indicator
177792,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Summer 2009,2009-06-01,14.29,2009,6,2,1,Air Quality Indicator
173622,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Summer 2009,2009-06-01,10.13,2009,6,2,1,Air Quality Indicator
175918,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2009,2009-06-01,14.92,2009,6,2,1,Air Quality Indicator
177808,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Summer 2009,2009-06-01,10.36,2009,6,2,1,Air Quality Indicator
172085,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2009,2009-06-01,28.08,2009,6,2,1,Air Quality Indicator
222527,386,Ozone (O3),Mean,ppb,UHF42,304,Upper West Side,Summer 2009,2009-06-01,21.31,2009,6,2,1,Air Quality Indicator
173621,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Summer 2009,2009-06-01,10.56,2009,6,2,1,Air Quality Indicator
172077,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2009,2009-06-01,22.28,2009,6,2,1,Air Quality Indicator
173623,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Summer 2009,2009-06-01,10.13,2009,6,2,1,Air Quality Indicator
173599,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Summer 2009,2009-06-01,10.38,2009,6,2,1,Air Quality Indicator
177802,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Summer 2009,2009-06-01,10.09,2009,6,2,1,Air Quality Indicator
175887,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2009,2009-06-01,25.21,2009,6,2,1,Air Quality Indicator
169328,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2009,2009-06-01,10.1,2009,6,2,1,Air Quality Indicator
166673,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2009,2009-06-01,18.96,2009,6,2,1,Air Quality Indicator
175917,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Summer 2009,2009-06-01,18.19,2009,6,2,1,Air Quality Indicator
172100,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Summer 2009,2009-06-01,16.06,2009,6,2,1,Air Quality Indicator
169333,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2009,2009-06-01,9.67,2009,6,2,1,Air Quality Indicator
169315,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Summer 2009,2009-06-01,10.36,2009,6,2,1,Air Quality Indicator
222599,386,Ozone (O3),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2009,2009-06-01,25.43,2009,6,2,1,Air Quality Indicator
222515,386,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2009,2009-06-01,21.52,2009,6,2,1,Air Quality Indicator
175902,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2009,2009-06-01,37.13,2009,6,2,1,Air Quality Indicator
173628,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Summer 2009,2009-06-01,12.54,2009,6,2,1,Air Quality Indicator
173630,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Summer 2009,2009-06-01,10.5,2009,6,2,1,Air Quality Indicator
166678,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2009,2009-06-01,16.02,2009,6,2,1,Air Quality Indicator
166660,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2009,2009-06-01,13.73,2009,6,2,1,Air Quality Indicator
166674,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2009,2009-06-01,19.99,2009,6,2,1,Air Quality Indicator
