unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,message,year,month,quarter,batch_id
172192,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2012,2012-06-01,16.48,,2012,6,2,1
169456,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Summer 2012,2012-06-01,12.25,,2012,6,2,1
216413,386,Ozone (O3),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2012,2012-06-01,34.96,,2012,6,2,1
216401,386,Ozone (O3),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2012,2012-06-01,34.87,,2012,6,2,1
222638,386,Ozone (O3),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2012,2012-06-01,33.14,,2012,6,2,1
216329,386,Ozone (O3),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2012,2012-06-01,31.63,,2012,6,2,1
166826,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2012,2012-06-01,21.17,,2012,6,2,1
221912,386,Ozone (O3),Mean,ppb,UHF34,402,West Queens,Summer 2012,2012-06-01,33.58,,2012,6,2,1
216593,386,Ozone (O3),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2012,2012-06-01,33.89,,2012,6,2,1
166814,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2012,2012-06-01,17.78,,2012,6,2,1
216617,386,Ozone (O3),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2012,2012-06-01,31.52,,2012,6,2,1
216359,386,Ozone (O3),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2012,2012-06-01,35.25,,2012,6,2,1
166852,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2012,2012-06-01,15.49,,2012,6,2,1
166820,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2012,2012-06-01,14.81,,2012,6,2,1
166804,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2012,2012-06-01,28.92,,2012,6,2,1
172187,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2012,2012-06-01,21.81,,2012,6,2,1
222458,386,Ozone (O3),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2012,2012-06-01,32.12,,2012,6,2,1
177918,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Summer 2012,2012-06-01,13.33,,2012,6,2,1
179583,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Summer 2012,2012-06-01,10.51,,2012,6,2,1
179584,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Summer 2012,2012-06-01,10.42,,2012,6,2,1
173708,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Summer 2012,2012-06-01,10.41,,2012,6,2,1
177910,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Summer 2012,2012-06-01,10.03,,2012,6,2,1
166849,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2012,2012-06-01,16.44,,2012,6,2,1
216383,386,Ozone (O3),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2012,2012-06-01,33.75,,2012,6,2,1
177925,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Summer 2012,2012-06-01,10.07,,2012,6,2,1
216425,386,Ozone (O3),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2012,2012-06-01,32.67,,2012,6,2,1
173719,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Summer 2012,2012-06-01,11.44,,2012,6,2,1
222536,386,Ozone (O3),Mean,ppb,UHF42,305,Upper East Side,Summer 2012,2012-06-01,29.24,,2012,6,2,1
169503,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2012,2012-06-01,10.33,,2012,6,2,1
216317,386,Ozone (O3),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2012,2012-06-01,30.16,,2012,6,2,1
216323,386,Ozone (O3),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2012,2012-06-01,29.16,,2012,6,2,1
216491,386,Ozone (O3),Mean,ppb,CD,312,Borough Park (CD12),Summer 2012,2012-06-01,33.11,,2012,6,2,1
169483,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2012,2012-06-01,10.49,,2012,6,2,1
177931,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Summer 2012,2012-06-01,9.61,,2012,6,2,1
221846,386,Ozone (O3),Mean,ppb,UHF34,206,Borough Park,Summer 2012,2012-06-01,33.35,,2012,6,2,1
166827,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2012,2012-06-01,19.68,,2012,6,2,1
166842,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2012,2012-06-01,12.42,,2012,6,2,1
172182,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2012,2012-06-01,12.43,,2012,6,2,1
169458,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Summer 2012,2012-06-01,11.35,,2012,6,2,1
169499,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Summer 2012,2012-06-01,11.7,,2012,6,2,1
169497,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Summer 2012,2012-06-01,9.93,,2012,6,2,1
222650,386,Ozone (O3),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2012,2012-06-01,35.27,,2012,6,2,1
173725,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Summer 2012,2012-06-01,9.98,,2012,6,2,1
166847,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2012,2012-06-01,17.04,,2012,6,2,1
177912,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Summer 2012,2012-06-01,12.31,,2012,6,2,1
166840,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2012,2012-06-01,17.92,,2012,6,2,1
169482,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Summer 2012,2012-06-01,10.47,,2012,6,2,1
221834,386,Ozone (O3),Mean,ppb,UHF34,204,East New York,Summer 2012,2012-06-01,33.97,,2012,6,2,1
221900,386,Ozone (O3),Mean,ppb,UHF34,304,Upper West Side,Summer 2012,2012-06-01,30.17,,2012,6,2,1
169496,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Summer 2012,2012-06-01,10.39,,2012,6,2,1
216461,386,Ozone (O3),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2012,2012-06-01,32.21,,2012,6,2,1
172176,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2012,2012-06-01,20.18,,2012,6,2,1
222584,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2012,2012-06-01,34.46,,2012,6,2,1
173720,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Summer 2012,2012-06-01,11.18,,2012,6,2,1
172191,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summer 2012,2012-06-01,18.85,,2012,6,2,1
222644,386,Ozone (O3),Mean,ppb,UHF42,503,Willowbrook,Summer 2012,2012-06-01,32.76,,2012,6,2,1
216299,386,Ozone (O3),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2012,2012-06-01,27.89,,2012,6,2,1
222416,386,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2012,2012-06-01,34.08,,2012,6,2,1
176045,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Summer 2012,2012-06-01,11.78,,2012,6,2,1
216563,386,Ozone (O3),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2012,2012-06-01,32.45,,2012,6,2,1
169505,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2012,2012-06-01,9.93,,2012,6,2,1
216455,386,Ozone (O3),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2012,2012-06-01,30.97,,2012,6,2,1
169472,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Summer 2012,2012-06-01,11.2,,2012,6,2,1
176038,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2012,2012-06-01,16.63,,2012,6,2,1
219695,386,Ozone (O3),Mean,ppb,Citywide,1,New York City,Summer 2012,2012-06-01,33.83,,2012,6,2,1
221972,386,Ozone (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2012,2012-06-01,33.66,,2012,6,2,1
172194,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Summer 2012,2012-06-01,16.3,,2012,6,2,1
176044,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2012,2012-06-01,12.22,,2012,6,2,1
166851,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2012,2012-06-01,17.52,,2012,6,2,1
179121,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2012,2012-06-01,15.77,,2012,6,2,1
166853,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2012,2012-06-01,14.96,,2012,6,2,1
222446,386,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2012,2012-06-01,32.73,,2012,6,2,1
169504,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Summer 2012,2012-06-01,10.11,,2012,6,2,1
166848,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2012,2012-06-01,18.52,,2012,6,2,1
169486,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Summer 2012,2012-06-01,10.93,,2012,6,2,1
169485,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2012,2012-06-01,11.1,,2012,6,2,1
169461,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2012,2012-06-01,13.22,,2012,6,2,1
177934,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Summer 2012,2012-06-01,9.78,,2012,6,2,1
169475,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Summer 2012,2012-06-01,10.14,,2012,6,2,1
166850,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2012,2012-06-01,16.29,,2012,6,2,1
176015,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2012,2012-06-01,16.61,,2012,6,2,1
176026,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2012,2012-06-01,23.58,,2012,6,2,1
221852,386,Ozone (O3),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2012,2012-06-01,33.38,,2012,6,2,1
166837,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2012,2012-06-01,10.96,,2012,6,2,1
166838,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2012,2012-06-01,16.21,,2012,6,2,1
166839,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2012,2012-06-01,12.62,,2012,6,2,1
169510,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2012,2012-06-01,9.63,,2012,6,2,1
169512,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Summer 2012,2012-06-01,9.98,,2012,6,2,1
169500,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Summer 2012,2012-06-01,10.04,,2012,6,2,1
176009,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2012,2012-06-01,19.41,,2012,6,2,1
222500,386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2012,2012-06-01,37.08,,2012,6,2,1
176014,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2012,2012-06-01,19.0,,2012,6,2,1
169463,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Summer 2012,2012-06-01,12.17,,2012,6,2,1
172171,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2012,2012-06-01,14.76,,2012,6,2,1
222440,386,Ozone (O3),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2012,2012-06-01,34.98,,2012,6,2,1
169468,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Summer 2012,2012-06-01,11.32,,2012,6,2,1
169457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Summer 2012,2012-06-01,12.15,,2012,6,2,1
172181,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2012,2012-06-01,16.92,,2012,6,2,1
177928,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Summer 2012,2012-06-01,9.92,,2012,6,2,1
169502,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2012,2012-06-01,10.48,,2012,6,2,1
173722,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Summer 2012,2012-06-01,10.07,,2012,6,2,1
173724,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Summer 2012,2012-06-01,9.86,,2012,6,2,1
221822,386,Ozone (O3),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2012,2012-06-01,30.66,,2012,6,2,1
172175,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Summer 2012,2012-06-01,19.39,,2012,6,2,1
221792,386,Ozone (O3),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2012,2012-06-01,33.72,,2012,6,2,1
219980,386,Ozone (O3),Mean,ppb,Borough,3,Manhattan,Summer 2012,2012-06-01,29.21,,2012,6,2,1
179361,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2012,2012-06-01,15.84,,2012,6,2,1
166801,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Summer 2012,2012-06-01,29.25,,2012,6,2,1
169471,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Summer 2012,2012-06-01,11.14,,2012,6,2,1
177897,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Summer 2012,2012-06-01,10.35,,2012,6,2,1
177919,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2012,2012-06-01,13.98,,2012,6,2,1
177899,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Summer 2012,2012-06-01,11.01,,2012,6,2,1
177929,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Summer 2012,2012-06-01,9.86,,2012,6,2,1
177930,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Summer 2012,2012-06-01,9.98,,2012,6,2,1
176030,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2012,2012-06-01,27.33,,2012,6,2,1
216341,386,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),Summer 2012,2012-06-01,32.3,,2012,6,2,1
222614,386,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2012,2012-06-01,33.78,,2012,6,2,1
216587,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2012,2012-06-01,34.79,,2012,6,2,1
177908,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2012,2012-06-01,10.28,,2012,6,2,1
166854,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2012,2012-06-01,16.28,,2012,6,2,1
176025,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2012,2012-06-01,21.24,,2012,6,2,1
176046,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2012,2012-06-01,8.15,,2012,6,2,1
166805,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2012,2012-06-01,40.34,,2012,6,2,1
221984,386,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2012,2012-06-01,34.34,,2012,6,2,1
216485,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2012,2012-06-01,34.91,,2012,6,2,1
216479,386,Ozone (O3),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2012,2012-06-01,32.99,,2012,6,2,1
169487,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2012,2012-06-01,10.4,,2012,6,2,1
216599,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2012,2012-06-01,33.94,,2012,6,2,1
222482,386,Ozone (O3),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2012,2012-06-01,33.38,,2012,6,2,1
221960,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2012,2012-06-01,26.62,,2012,6,2,1
177907,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Summer 2012,2012-06-01,10.2,,2012,6,2,1
176017,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2012,2012-06-01,16.65,,2012,6,2,1
221810,386,Ozone (O3),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Summer 2012,2012-06-01,35.44,,2012,6,2,1
172177,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2012,2012-06-01,19.0,,2012,6,2,1
221894,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2012,2012-06-01,32.25,,2012,6,2,1
176027,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Summer 2012,2012-06-01,26.79,,2012,6,2,1
176016,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2012,2012-06-01,17.13,,2012,6,2,1
176037,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2012,2012-06-01,17.24,,2012,6,2,1
221918,386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2012,2012-06-01,34.46,,2012,6,2,1
169466,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Summer 2012,2012-06-01,10.99,,2012,6,2,1
172201,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2012,2012-06-01,15.41,,2012,6,2,1
176007,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2012,2012-06-01,17.13,,2012,6,2,1
177922,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Summer 2012,2012-06-01,12.25,,2012,6,2,1
177900,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Summer 2012,2012-06-01,11.03,,2012,6,2,1
176028,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2012,2012-06-01,32.85,,2012,6,2,1
177898,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Summer 2012,2012-06-01,10.29,,2012,6,2,1
216509,386,Ozone (O3),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2012,2012-06-01,36.83,,2012,6,2,1
176032,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2012,2012-06-01,29.32,,2012,6,2,1
173727,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Summer 2012,2012-06-01,9.41,,2012,6,2,1
173731,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2012,2012-06-01,9.87,,2012,6,2,1
169480,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Summer 2012,2012-06-01,11.78,,2012,6,2,1
177911,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2012,2012-06-01,9.89,,2012,6,2,1
166819,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2012,2012-06-01,18.61,,2012,6,2,1
172179,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Summer 2012,2012-06-01,17.13,,2012,6,2,1
177917,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2012,2012-06-01,12.14,,2012,6,2,1
216419,386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2012,2012-06-01,35.02,,2012,6,2,1
169498,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Summer 2012,2012-06-01,10.46,,2012,6,2,1
177895,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Summer 2012,2012-06-01,10.15,,2012,6,2,1
221930,386,Ozone (O3),Mean,ppb,UHF34,407,Southwest Queens,Summer 2012,2012-06-01,34.15,,2012,6,2,1
221906,386,Ozone (O3),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2012,2012-06-01,33.91,,2012,6,2,1
177905,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Summer 2012,2012-06-01,9.73,,2012,6,2,1
177933,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Summer 2012,2012-06-01,10.13,,2012,6,2,1
216335,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2012,2012-06-01,31.8,,2012,6,2,1
173711,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Summer 2012,2012-06-01,10.28,,2012,6,2,1
216473,386,Ozone (O3),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2012,2012-06-01,32.11,,2012,6,2,1
173732,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Summer 2012,2012-06-01,9.9,,2012,6,2,1
166841,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2012,2012-06-01,16.97,,2012,6,2,1
179359,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2012,2012-06-01,16.27,,2012,6,2,1
179586,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Summer 2012,2012-06-01,10.06,,2012,6,2,1
518679,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404,Bayside - Little Neck,2012-2014,2012-01-02,2.0,,2012,1,1,1
518669,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304,Upper West Side,2012-2014,2012-01-02,3.1,,2012,1,1,1
518518,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208,Canarsie - Flatlands,2012-2014,2012-01-02,98.8,,2012,1,1,1
518849,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2012-2014,2012-01-02,17.73841928,,2012,1,1,1
518838,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,4,Queens,2012-2014,2012-01-02,11.06004901,,2012,1,1,1
518756,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,206,Borough Park,2012-2014,2012-01-02,42.14091277,,2012,1,1,1
518926,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,501,Port Richmond,2012-2014,2012-01-02,85.93689863,,2012,1,1,1
518680,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,405,Ridgewood - Forest Hills,2012-2014,2012-01-02,3.6,,2012,1,1,1
518730,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,407,Southwest Queens,2012-2014,2012-01-02,4.1,,2012,1,1,1
518868,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,401,Long Island City - Astoria,2012-2014,2012-01-02,11.37739651,,2012,1,1,1
518527,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2012-2014,2012-01-02,75.7,,2012,1,1,1
518593,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,504,South Beach - Tottenville,2012-2014,2012-01-02,18.6,,2012,1,1,1
518955,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2012-2014,2012-01-02,116.4198649,,2012,1,1,1
518732,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,409,Southeast Queens,2012-2014,2012-01-02,4.3,,2012,1,1,1
518632,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405,Ridgewood - Forest Hills,2012-2014,2012-01-02,14.6,,2012,1,1,1
518556,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,105,Crotona -Tremont,2012-2014,2012-01-02,138.1,,2012,1,1,1
518691,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,1,Bronx,2012-2014,2012-01-02,5.0,,2012,1,1,1
518659,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,205,Sunset Park,2012-2014,2012-01-02,5.2,,2012,1,1,1
