unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,message,year,month,quarter,batch_id
174254,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Annual Average 2013,2012-12-01,8.49,,2012,12,4,1
168640,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Winter 2012-13,2012-12-01,11.98,,2012,12,4,1
174256,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Annual Average 2013,2012-12-01,8.18,,2012,12,4,1
166013,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2012-13,2012-12-01,22.96,,2012,12,4,1
177323,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2012-13,2012-12-01,9.75,,2012,12,4,1
167780,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2013,2012-12-01,20.53,,2012,12,4,1
165988,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2012-13,2012-12-01,25.71,,2012,12,4,1
170443,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Annual Average 2013,2012-12-01,10.05,,2012,12,4,1
167796,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2013,2012-12-01,19.04,,2012,12,4,1
176716,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Annual Average 2013,2012-12-01,15.4,,2012,12,4,1
166011,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2012-13,2012-12-01,21.3,,2012,12,4,1
167798,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2013,2012-12-01,19.07,,2012,12,4,1
171724,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2012-13,2012-12-01,31.68,,2012,12,4,1
167764,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2013,2012-12-01,18.24,,2012,12,4,1
170451,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2013,2012-12-01,7.99,,2012,12,4,1
170435,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Annual Average 2013,2012-12-01,8.5,,2012,12,4,1
176681,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2013,2012-12-01,22.67,,2012,12,4,1
174274,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2013,2012-12-01,10.44,,2012,12,4,1
173241,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Winter 2012-13,2012-12-01,12.15,,2012,12,4,1
177340,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Winter 2012-13,2012-12-01,9.68,,2012,12,4,1
174246,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Annual Average 2013,2012-12-01,8.73,,2012,12,4,1
168679,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2012-13,2012-12-01,9.7,,2012,12,4,1
174249,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Annual Average 2013,2012-12-01,10.0,,2012,12,4,1
178567,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Annual Average 2013,2012-12-01,8.88,,2012,12,4,1
172735,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2013,2012-12-01,21.89,,2012,12,4,1
175457,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Winter 2012-13,2012-12-01,19.93,,2012,12,4,1
175435,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Winter 2012-13,2012-12-01,27.68,,2012,12,4,1
167748,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Annual Average 2013,2012-12-01,30.56,,2012,12,4,1
174275,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2013,2012-12-01,8.13,,2012,12,4,1
172739,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2013,2012-12-01,18.96,,2012,12,4,1
170417,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Annual Average 2013,2012-12-01,9.46,,2012,12,4,1
170409,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2013,2012-12-01,9.64,,2012,12,4,1
168687,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2012-13,2012-12-01,9.76,,2012,12,4,1
170411,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2013,2012-12-01,9.46,,2012,12,4,1
172741,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2013,2012-12-01,12.67,,2012,12,4,1
173237,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2012-13,2012-12-01,9.88,,2012,12,4,1
170403,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Annual Average 2013,2012-12-01,11.39,,2012,12,4,1
166023,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Winter 2012-13,2012-12-01,22.11,,2012,12,4,1
177329,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Winter 2012-13,2012-12-01,13.09,,2012,12,4,1
175434,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2012-13,2012-12-01,27.35,,2012,12,4,1
167773,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2013,2012-12-01,19.75,,2012,12,4,1
170447,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2013,2012-12-01,8.71,,2012,12,4,1
178604,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2013,2012-12-01,7.61,,2012,12,4,1
168671,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Winter 2012-13,2012-12-01,9.81,,2012,12,4,1
170449,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2013,2012-12-01,8.23,,2012,12,4,1
174266,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Annual Average 2013,2012-12-01,8.39,,2012,12,4,1
168675,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Winter 2012-13,2012-12-01,10.45,,2012,12,4,1
176702,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2013,2012-12-01,29.19,,2012,12,4,1
174248,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2013,2012-12-01,8.74,,2012,12,4,1
165976,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2012-13,2012-12-01,32.72,,2012,12,4,1
174245,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Annual Average 2013,2012-12-01,8.88,,2012,12,4,1
178594,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Annual Average 2013,2012-12-01,11.06,,2012,12,4,1
176685,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Annual Average 2013,2012-12-01,23.41,,2012,12,4,1
175444,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2012-13,2012-12-01,33.01,,2012,12,4,1
175440,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2012-13,2012-12-01,35.62,,2012,12,4,1
175425,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Winter 2012-13,2012-12-01,28.16,,2012,12,4,1
170415,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Annual Average 2013,2012-12-01,9.97,,2012,12,4,1
167791,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2013,2012-12-01,20.36,,2012,12,4,1
170438,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2013,2012-12-01,8.14,,2012,12,4,1
174258,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2013,2012-12-01,8.11,,2012,12,4,1
176690,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Annual Average 2013,2012-12-01,20.57,,2012,12,4,1
171697,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2012-13,2012-12-01,24.13,,2012,12,4,1
179288,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2012-13,2012-12-01,24.03,,2012,12,4,1
171695,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2012-13,2012-12-01,23.12,,2012,12,4,1
178574,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2013,2012-12-01,10.0,,2012,12,4,1
167747,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2013,2012-12-01,26.63,,2012,12,4,1
171711,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2012-13,2012-12-01,29.88,,2012,12,4,1
171722,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2012-13,2012-12-01,34.4,,2012,12,4,1
178595,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2013,2012-12-01,9.6,,2012,12,4,1
171723,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2012-13,2012-12-01,34.64,,2012,12,4,1
173234,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Winter 2012-13,2012-12-01,10.14,,2012,12,4,1
177344,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2012-13,2012-12-01,9.23,,2012,12,4,1
171721,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Winter 2012-13,2012-12-01,18.88,,2012,12,4,1
174269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Annual Average 2013,2012-12-01,8.27,,2012,12,4,1
179441,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Annual Average 2013,2012-12-01,18.71,,2012,12,4,1
171705,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2012-13,2012-12-01,25.91,,2012,12,4,1
177318,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2012-13,2012-12-01,10.78,,2012,12,4,1
172725,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Annual Average 2013,2012-12-01,20.57,,2012,12,4,1
168630,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Winter 2012-13,2012-12-01,12.77,,2012,12,4,1
172748,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Annual Average 2013,2012-12-01,22.49,,2012,12,4,1
171717,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2012-13,2012-12-01,24.72,,2012,12,4,1
179513,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Winter 2012-13,2012-12-01,11.16,,2012,12,4,1
170404,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Annual Average 2013,2012-12-01,14.26,,2012,12,4,1
165986,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Winter 2012-13,2012-12-01,27.17,,2012,12,4,1
167799,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2013,2012-12-01,16.87,,2012,12,4,1
174247,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2013,2012-12-01,9.06,,2012,12,4,1
177309,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Winter 2012-13,2012-12-01,11.27,,2012,12,4,1
167754,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Annual Average 2013,2012-12-01,25.43,,2012,12,4,1
174252,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2013,2012-12-01,8.69,,2012,12,4,1
176688,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2013,2012-12-01,20.59,,2012,12,4,1
167766,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2013,2012-12-01,17.44,,2012,12,4,1
179292,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2012-13,2012-12-01,19.13,,2012,12,4,1
170424,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2013,2012-12-01,10.09,,2012,12,4,1
167781,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2013,2012-12-01,15.06,,2012,12,4,1
172728,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2013,2012-12-01,16.36,,2012,12,4,1
171704,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Winter 2012-13,2012-12-01,25.67,,2012,12,4,1
173229,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Winter 2012-13,2012-12-01,11.63,,2012,12,4,1
175433,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2012-13,2012-12-01,22.54,,2012,12,4,1
171715,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2012-13,2012-12-01,26.15,,2012,12,4,1
167776,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2013,2012-12-01,22.84,,2012,12,4,1
174267,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Annual Average 2013,2012-12-01,8.51,,2012,12,4,1
178578,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Annual Average 2013,2012-12-01,9.12,,2012,12,4,1
171709,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2012-13,2012-12-01,27.35,,2012,12,4,1
168661,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2012-13,2012-12-01,10.37,,2012,12,4,1
171726,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2012-13,2012-12-01,21.87,,2012,12,4,1
178569,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Annual Average 2013,2012-12-01,9.06,,2012,12,4,1
171702,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2012-13,2012-12-01,25.3,,2012,12,4,1
170400,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Annual Average 2013,2012-12-01,11.06,,2012,12,4,1
177319,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Winter 2012-13,2012-12-01,10.14,,2012,12,4,1
171707,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2012-13,2012-12-01,24.26,,2012,12,4,1
177343,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Winter 2012-13,2012-12-01,9.27,,2012,12,4,1
176708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2013,2012-12-01,16.41,,2012,12,4,1
177312,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Winter 2012-13,2012-12-01,12.26,,2012,12,4,1
167758,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2013,2012-12-01,21.27,,2012,12,4,1
173227,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2012-13,2012-12-01,11.27,,2012,12,4,1
165994,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2012-13,2012-12-01,23.09,,2012,12,4,1
168666,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Winter 2012-13,2012-12-01,9.67,,2012,12,4,1
168684,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2012-13,2012-12-01,9.29,,2012,12,4,1
178600,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2013,2012-12-01,8.21,,2012,12,4,1
173244,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Winter 2012-13,2012-12-01,11.41,,2012,12,4,1
177327,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2012-13,2012-12-01,11.37,,2012,12,4,1
174268,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Annual Average 2013,2012-12-01,8.14,,2012,12,4,1
172722,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2013,2012-12-01,20.19,,2012,12,4,1
176678,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2013,2012-12-01,18.37,,2012,12,4,1
168654,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Winter 2012-13,2012-12-01,11.72,,2012,12,4,1
173251,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Winter 2012-13,2012-12-01,9.23,,2012,12,4,1
167787,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2013,2012-12-01,21.36,,2012,12,4,1
168638,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2012-13,2012-12-01,12.28,,2012,12,4,1
175428,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2012-13,2012-12-01,25.84,,2012,12,4,1
167769,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2013,2012-12-01,22.88,,2012,12,4,1
165987,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Winter 2012-13,2012-12-01,27.63,,2012,12,4,1
168636,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107,Upper West Side (CD7),Winter 2012-13,2012-12-01,12.58,,2012,12,4,1
179137,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2013,2012-12-01,18.83,,2012,12,4,1
171701,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2012-13,2012-12-01,27.11,,2012,12,4,1
166015,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Winter 2012-13,2012-12-01,26.06,,2012,12,4,1
168676,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2012-13,2012-12-01,10.33,,2012,12,4,1
175443,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2012-13,2012-12-01,31.08,,2012,12,4,1
168632,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Winter 2012-13,2012-12-01,11.59,,2012,12,4,1
167757,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2013,2012-12-01,22.94,,2012,12,4,1
170458,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Annual Average 2013,2012-12-01,7.84,,2012,12,4,1
168667,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Winter 2012-13,2012-12-01,10.19,,2012,12,4,1
176693,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2013,2012-12-01,16.36,,2012,12,4,1
168669,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2012-13,2012-12-01,10.43,,2012,12,4,1
166020,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2012-13,2012-12-01,26.7,,2012,12,4,1
172742,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2013,2012-12-01,32.1,,2012,12,4,1
